Experiment,Generator,Run,Duration_Seconds,Triples_Reported,Triples_Measured,Throughput_Reported,Throughput_Measured,Tool,Tool_Version,RDF_Triples,RDF_Subjects,RDF_Predicates,RDF_Objects,RDF_Classes,RDF_Mean_Outdegree,RDF_Mean_Indegree,RDF_Coherence,RDF_Coherence_TypeIncl,RDF_Type_Coverage_Avg,Triple_Validity_Pct,Shape_Translation_Loss_Pct,Schema_Constraints,Constraints_Represented,Valid_Triples,Generated_Triples,FHIR_Resource_Instances,FHIR_Resource_Types,FHIR_R4_Coverage_Pct,FHIR_Triples_Per_Resource,FHIR_Value_Literals,FHIR_Literals_Per_Resource,FHIR_Missing_ResourceType_Pct,FHIR_Malformed_Primitives,FHIR_Blank_Nodes,FHIR_Total_Nodes,FHIR_Anonymity_Index,Params,Notes,Error
rudof_shex_high,rudof,1,26.0059,794838,794838,30563.756685982797,30563.756685982797,rudof_generate,rudof_generate 0.1.0,794838,111468,14,66527,15,7.130638389492948,11.947600222466066,0.8158930540736822,0.9824553534048639,0.85,100.0,16.19047619047619,105,88,794838,794838,,,,,,,,,,,,"{""config"": ""lubm/benchmark_config_sweep.toml"", ""entities"": 88000, ""parallel"": null, ""property_fill"": 1.0, ""schema"": ""lubm/lubm.shex"", ""seed"": 42}",,
rudof_shex_high,rudof,2,25.4633,794917,794917,31218.145330730895,31218.145330730895,rudof_generate,rudof_generate 0.1.0,794917,111468,14,66378,15,7.1313471130728106,11.975609388652867,0.8158840877353353,0.9824553534048638,0.8499985795050996,100.0,16.19047619047619,105,88,794917,794917,,,,,,,,,,,,"{""config"": ""lubm/benchmark_config_sweep.toml"", ""entities"": 88000, ""parallel"": null, ""property_fill"": 1.0, ""schema"": ""lubm/lubm.shex"", ""seed"": 42}",,
rudof_shex_high,rudof,3,25.1922,794915,794915,31554.012749978167,31554.012749978167,rudof_generate,rudof_generate 0.1.0,794915,111468,14,66371,15,7.1313291707037,11.976842295580902,0.8159020196478636,0.9824553534048638,0.8499985795050996,100.0,16.19047619047619,105,88,794915,794915,,,,,,,,,,,,"{""config"": ""lubm/benchmark_config_sweep.toml"", ""entities"": 88000, ""parallel"": null, ""property_fill"": 1.0, ""schema"": ""lubm/lubm.shex"", ""seed"": 42}",,
rudof_shex_high,rudof,4,24.4753,794890,794890,32477.23214832913,32477.23214832913,rudof_generate,rudof_generate 0.1.0,794890,111468,14,66385,15,7.131104891089819,11.973939896060857,0.8158930536915995,0.9824553534048637,0.8499985795050996,100.0,16.19047619047619,105,88,794890,794890,,,,,,,,,,,,"{""config"": ""lubm/benchmark_config_sweep.toml"", ""entities"": 88000, ""parallel"": null, ""property_fill"": 1.0, ""schema"": ""lubm/lubm.shex"", ""seed"": 42}",,
rudof_shex_high,rudof,5,24.966,794883,794883,31838.62052391252,31838.62052391252,rudof_generate,rudof_generate 0.1.0,794883,111468,14,66380,15,7.131042092797933,11.974736366375414,0.8158840881174183,0.9824553534048638,0.85,100.0,16.19047619047619,105,88,794883,794883,,,,,,,,,,,,"{""config"": ""lubm/benchmark_config_sweep.toml"", ""entities"": 88000, ""parallel"": null, ""property_fill"": 1.0, ""schema"": ""lubm/lubm.shex"", ""seed"": 42}",,
rudof_shex_high,rudof,6,24.7804,794913,794913,32078.29574986683,32078.29574986683,rudof_generate,rudof_generate 0.1.0,794913,111468,14,66266,15,7.13131122833459,11.995789696073402,0.8158840881174181,0.982455353404864,0.85,100.0,16.19047619047619,105,88,794913,794913,,,,,,,,,,,,"{""config"": ""lubm/benchmark_config_sweep.toml"", ""entities"": 88000, ""parallel"": null, ""property_fill"": 1.0, ""schema"": ""lubm/lubm.shex"", ""seed"": 42}",,
rudof_shex_high,rudof,7,25.1171,794776,794776,31642.8250076641,31642.8250076641,rudof_generate,rudof_generate 0.1.0,794776,111468,14,66419,15,7.130082176050526,11.966094039356209,0.8158930540736822,0.9824553534048637,0.85,100.0,16.19047619047619,105,88,794776,794776,,,,,,,,,,,,"{""config"": ""lubm/benchmark_config_sweep.toml"", ""entities"": 88000, ""parallel"": null, ""property_fill"": 1.0, ""schema"": ""lubm/lubm.shex"", ""seed"": 42}",,
rudof_shex_high,rudof,8,24.6949,794868,794868,32187.53669786069,32187.53669786069,rudof_generate,rudof_generate 0.1.0,794868,111468,14,66430,15,7.130907525029605,11.965497516182447,0.8158930540736823,0.9824553534048638,0.85,100.0,16.19047619047619,105,88,794868,794868,,,,,,,,,,,,"{""config"": ""lubm/benchmark_config_sweep.toml"", ""entities"": 88000, ""parallel"": null, ""property_fill"": 1.0, ""schema"": ""lubm/lubm.shex"", ""seed"": 42}",,
rudof_shex_high,rudof,9,28.248,794885,794885,28139.514301897478,28139.514301897478,rudof_generate,rudof_generate 0.1.0,794885,111468,14,66566,15,7.131060035167043,11.94130637262266,0.8159020200299464,0.9824553534048638,0.85,100.0,16.19047619047619,105,88,794885,794885,,,,,,,,,,,,"{""config"": ""lubm/benchmark_config_sweep.toml"", ""entities"": 88000, ""parallel"": null, ""property_fill"": 1.0, ""schema"": ""lubm/lubm.shex"", ""seed"": 42}",,
rudof_shex_high,rudof,10,23.6421,794900,794900,33622.224760067846,33622.224760067846,rudof_generate,rudof_generate 0.1.0,794900,111468,14,66347,15,7.131194602935372,11.980948648770855,0.8158840877353355,0.9824553534048639,0.8499985795050996,100.0,16.19047619047619,105,88,794900,794900,,,,,,,,,,,,"{""config"": ""lubm/benchmark_config_sweep.toml"", ""entities"": 88000, ""parallel"": null, ""property_fill"": 1.0, ""schema"": ""lubm/lubm.shex"", ""seed"": 42}",,
rudof_shex_low,rudof,1,9.3421,350412,350412,37508.911272626065,37508.911272626065,rudof_generate,rudof_generate 0.1.0,350412,101398,14,43305,15,3.4558078068600957,8.09172151021822,0.42445149643164254,0.7443012400920841,0.4524202414334183,100.0,16.19047619047619,105,88,350412,350412,,,,,,,,,,,,"{""config"": ""lubm/benchmark_config_sweep.toml"", ""entities"": 88000, ""parallel"": null, ""property_fill"": 0.1, ""schema"": ""lubm/lubm.shex"", ""seed"": 42}",,
rudof_shex_low,rudof,2,9.4034,350536,350536,37277.580449624606,37277.580449624606,rudof_generate,rudof_generate 0.1.0,350536,101413,14,43215,15,3.456519381144429,8.111442786069652,0.42397366288144844,0.7437007035039338,0.45171251494287007,100.0,16.19047619047619,105,88,350536,350536,,,,,,,,,,,,"{""config"": ""lubm/benchmark_config_sweep.toml"", ""entities"": 88000, ""parallel"": null, ""property_fill"": 0.1, ""schema"": ""lubm/lubm.shex"", ""seed"": 42}",,
rudof_shex_low,rudof,3,9.1163,350686,350686,38468.018823426166,38468.018823426166,rudof_generate,rudof_generate 0.1.0,350686,101491,14,43356,15,3.4553408676631427,8.088522926469231,0.4246801019212229,0.743871682734242,0.45228675522438894,100.0,16.19047619047619,105,88,350686,350686,,,,,,,,,,,,"{""config"": ""lubm/benchmark_config_sweep.toml"", ""entities"": 88000, ""parallel"": null, ""property_fill"": 0.1, ""schema"": ""lubm/lubm.shex"", ""seed"": 42}",,
rudof_shex_low,rudof,4,9.4511,350634,350634,37099.808487900875,37099.808487900875,rudof_generate,rudof_generate 0.1.0,350634,101449,14,43241,15,3.456258809845341,8.108831895654587,0.4241077498714254,0.7438082971395278,0.45187311235951816,100.0,16.19047619047619,105,88,350634,350634,,,,,,,,,,,,"{""config"": ""lubm/benchmark_config_sweep.toml"", ""entities"": 88000, ""parallel"": null, ""property_fill"": 0.1, ""schema"": ""lubm/lubm.shex"", ""seed"": 42}",,
rudof_shex_low,rudof,5,9.4366,350394,350394,37131.382065574464,37131.382065574464,rudof_generate,rudof_generate 0.1.0,350394,101417,14,43271,15,3.4549828924144865,8.097663562201012,0.42424463854724737,0.7436822956797419,0.4518266376627202,100.0,16.19047619047619,105,88,350394,350394,,,,,,,,,,,,"{""config"": ""lubm/benchmark_config_sweep.toml"", ""entities"": 88000, ""parallel"": null, ""property_fill"": 0.1, ""schema"": ""lubm/lubm.shex"", ""seed"": 42}",,
rudof_shex_low,rudof,6,9.4002,350496,350496,37286.015191166145,37286.015191166145,rudof_generate,rudof_generate 0.1.0,350496,101454,14,43331,15,3.454728251227157,8.088804781795943,0.42472651042638715,0.7439449804602978,0.4523013254596583,100.0,16.19047619047619,105,88,350496,350496,,,,,,,,,,,,"{""config"": ""lubm/benchmark_config_sweep.toml"", ""entities"": 88000, ""parallel"": null, ""property_fill"": 0.1, ""schema"": ""lubm/lubm.shex"", ""seed"": 42}",,
rudof_shex_low,rudof,7,9.7845,350569,350569,35829.015279268235,35829.015279268235,rudof_generate,rudof_generate 0.1.0,350569,101411,14,43267,15,3.4569129581603573,8.102456837774747,0.4246750650012154,0.7438500691747381,0.4522249045907559,100.0,16.19047619047619,105,88,350569,350569,,,,,,,,,,,,"{""config"": ""lubm/benchmark_config_sweep.toml"", ""entities"": 88000, ""parallel"": null, ""property_fill"": 0.1, ""schema"": ""lubm/lubm.shex"", ""seed"": 42}",,
rudof_shex_low,rudof,8,9.5861,350666,350666,36580.67410104213,36580.67410104213,rudof_generate,rudof_generate 0.1.0,350666,101506,14,43338,15,3.454633223651804,8.091420923900502,0.424256020875099,0.7440014219192298,0.45212508628658377,100.0,16.19047619047619,105,88,350666,350666,,,,,,,,,,,,"{""config"": ""lubm/benchmark_config_sweep.toml"", ""entities"": 88000, ""parallel"": null, ""property_fill"": 0.1, ""schema"": ""lubm/lubm.shex"", ""seed"": 42}",,
rudof_shex_low,rudof,9,9.5921,350669,350669,36558.1051073279,36558.1051073279,rudof_generate,rudof_generate 0.1.0,350669,101433,14,43367,15,3.457149054055386,8.086079276869508,0.4247893551644987,0.7441568200699845,0.4524718331263628,100.0,16.19047619047619,105,88,350669,350669,,,,,,,,,,,,"{""config"": ""lubm/benchmark_config_sweep.toml"", ""entities"": 88000, ""parallel"": null, ""property_fill"": 0.1, ""schema"": ""lubm/lubm.shex"", ""seed"": 42}",,
rudof_shex_low,rudof,10,9.7463,350785,350785,35991.60707140146,35991.60707140146,rudof_generate,rudof_generate 0.1.0,350785,101529,14,43332,15,3.455022702873071,8.095287547309148,0.4243533528772987,0.7439756011535995,0.452211116934353,100.0,16.19047619047619,105,88,350785,350785,,,,,,,,,,,,"{""config"": ""lubm/benchmark_config_sweep.toml"", ""entities"": 88000, ""parallel"": null, ""property_fill"": 0.1, ""schema"": ""lubm/lubm.shex"", ""seed"": 42}",,
rudof_shacl_high,rudof,1,25.661,794909,794909,30977.31966797864,30977.31966797864,rudof_generate,rudof_generate 0.1.0,794909,111468,14,66419,15,7.131275343596369,11.968096478417321,0.8158840877353353,0.9824553534048639,0.8499985795050996,48.7098523227187,0.0,221,221,387199,794909,,,,,,,,,,,,"{""config"": ""lubm/benchmark_config_sweep.toml"", ""entities"": 88000, ""parallel"": null, ""property_fill"": 1.0, ""schema"": ""lubm/lubm_shacl.ttl"", ""seed"": 42}",,
rudof_shacl_high,rudof,2,24.9098,794842,794842,31908.806975567848,31908.806975567848,rudof_generate,rudof_generate 0.1.0,794842,111468,14,66409,15,7.130674274231169,11.96888975891822,0.8158840881174182,0.9824553534048638,0.85,48.71458730162724,0.0,221,221,387204,794842,,,,,,,,,,,,"{""config"": ""lubm/benchmark_config_sweep.toml"", ""entities"": 88000, ""parallel"": null, ""property_fill"": 1.0, ""schema"": ""lubm/lubm_shacl.ttl"", ""seed"": 42}",,
rudof_shacl_high,rudof,3,23.6485,794916,794916,33613.80214389919,33613.80214389919,rudof_generate,rudof_generate 0.1.0,794916,111468,14,66498,15,7.131338141888255,11.953983578453487,0.8158840877353353,0.9824553534048637,0.8499985795050996,48.71017818234883,0.0,221,221,387205,794916,,,,,,,,,,,,"{""config"": ""lubm/benchmark_config_sweep.toml"", ""entities"": 88000, ""parallel"": null, ""property_fill"": 1.0, ""schema"": ""lubm/lubm_shacl.ttl"", ""seed"": 42}",,
rudof_shacl_high,rudof,4,24.6894,794787,794787,32191.426280104013,32191.426280104013,rudof_generate,rudof_generate 0.1.0,794787,111468,14,66451,15,7.130180859080633,11.960497208469398,0.8158840877353353,0.9824553534048638,0.8499985795050996,48.716826017536775,0.0,221,221,387195,794787,,,,,,,,,,,,"{""config"": ""lubm/benchmark_config_sweep.toml"", ""entities"": 88000, ""parallel"": null, ""property_fill"": 1.0, ""schema"": ""lubm/lubm_shacl.ttl"", ""seed"": 42}",,
rudof_shacl_high,rudof,5,24.117,794921,794921,32961.02334452875,32961.02334452875,rudof_generate,rudof_generate 0.1.0,794921,111468,14,66431,15,7.131382997811031,11.966115217293131,0.8158930540736822,0.9824553534048638,0.85,48.70987179858125,0.0,221,221,387205,794921,,,,,,,,,,,,"{""config"": ""lubm/benchmark_config_sweep.toml"", ""entities"": 88000, ""parallel"": null, ""property_fill"": 1.0, ""schema"": ""lubm/lubm_shacl.ttl"", ""seed"": 42}",,
rudof_shacl_high,rudof,6,24.4971,794747,794747,32442.493193071834,32442.493193071834,rudof_generate,rudof_generate 0.1.0,794747,111468,14,66354,15,7.129822011698424,11.977378907074177,0.8158930540736824,0.9824553534048638,0.85,48.719403785103935,0.0,221,221,387196,794747,,,,,,,,,,,,"{""config"": ""lubm/benchmark_config_sweep.toml"", ""entities"": 88000, ""parallel"": null, ""property_fill"": 1.0, ""schema"": ""lubm/lubm_shacl.ttl"", ""seed"": 42}",,
rudof_shacl_high,rudof,7,25.173,794771,794771,31572.359273825132,31572.359273825132,rudof_generate,rudof_generate 0.1.0,794771,111468,14,66386,15,7.13003732012775,11.971966980989968,0.8158930536915993,0.9824553534048638,0.8499985795050996,48.71893916612458,0.0,221,221,387204,794771,,,,,,,,,,,,"{""config"": ""lubm/benchmark_config_sweep.toml"", ""entities"": 88000, ""parallel"": null, ""property_fill"": 1.0, ""schema"": ""lubm/lubm_shacl.ttl"", ""seed"": 42}",,
rudof_shacl_high,rudof,8,24.9294,794898,794898,31885.965967893328,31885.965967893328,rudof_generate,rudof_generate 0.1.0,794898,111468,14,66287,15,7.131176660566261,11.991763090802118,0.8158840877353354,0.9824553534048639,0.8499985795050996,48.711658602738964,0.0,221,221,387208,794898,,,,,,,,,,,,"{""config"": ""lubm/benchmark_config_sweep.toml"", ""entities"": 88000, ""parallel"": null, ""property_fill"": 1.0, ""schema"": ""lubm/lubm_shacl.ttl"", ""seed"": 42}",,
rudof_shacl_high,rudof,9,24.7709,794958,794958,32092.414890052438,32092.414890052438,rudof_generate,rudof_generate 0.1.0,794958,111468,14,66323,15,7.131714931639574,11.986158647829562,0.8158930536915995,0.9824553534048639,0.8499985795050996,48.70747888567698,0.0,221,221,387204,794958,,,,,,,,,,,,"{""config"": ""lubm/benchmark_config_sweep.toml"", ""entities"": 88000, ""parallel"": null, ""property_fill"": 1.0, ""schema"": ""lubm/lubm_shacl.ttl"", ""seed"": 42}",,
rudof_shacl_high,rudof,10,24.5867,794951,794951,32332.561913554888,32332.561913554888,rudof_generate,rudof_generate 0.1.0,794951,111468,14,66434,15,7.131652133347687,11.966026432248547,0.8158840877353354,0.9824553534048637,0.8499985795050996,48.707404607327994,0.0,221,221,387200,794951,,,,,,,,,,,,"{""config"": ""lubm/benchmark_config_sweep.toml"", ""entities"": 88000, ""parallel"": null, ""property_fill"": 1.0, ""schema"": ""lubm/lubm_shacl.ttl"", ""seed"": 42}",,
rudof_shacl_low,rudof,1,9.2457,350791,350791,37940.988783975256,37940.988783975256,rudof_generate,rudof_generate 0.1.0,350791,101530,14,43420,15,3.455047769132276,8.07901888530631,0.424951878916435,0.7441913954590009,0.4527483211931739,89.91365228868472,0.0,221,221,315409,350791,,,,,,,,,,,,"{""config"": ""lubm/benchmark_config_sweep.toml"", ""entities"": 88000, ""parallel"": null, ""property_fill"": 0.1, ""schema"": ""lubm/lubm_shacl.ttl"", ""seed"": 42}",,
